title,category,price,description,colour,url,img_url
Jordan Delta 3 Low SE,Women's Shoes,"Rp1,868,000","High-end craft, good looks, sublime comfort? These are the everyday kicks you've been waiting for. Inspired by how a lotus (the red, durable combination upper) grows from mud (the soft foam midsole), the design tells a story worth repeating. Made from airy Ripstop and soft suede, you get a smooth interior with superior support.",Team Red/Muslin/University Red/Sail,https://www.nike.com/id/t/jordan-delta-3-low-se-shoes-HMVbx7/DX6723-600,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/ee76cc5e-2040-4ecb-b4eb-02e0207807da/jordan-delta-3-low-se-shoes-HMVbx7.png"
FFF 2023 Stadium Away,Women's Nike Dri-FIT Football Shirt,"Rp999,000","Of the many things to love about France, 2 take centre stage in the design of the FFF 2023 Away jersey: great art and even better football. An all-over print inspired by abstract brush strokes pairs with a tricolour paint splatter on the sleeves to infuse this classic white kit with national DNA. Like other jerseys in our Stadium collection, this one pairs replica design details with sweat-wicking technology to give you a game-ready look inspired by Les Bleues.",White/Venice/Loyal Blue,https://www.nike.com/id/t/fff-2023-stadium-away-dri-fit-football-shirt-ZTtBKF/DR3990-100,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/347a7aeb-da5c-4562-8b60-19fd9508af97/fff-2023-stadium-away-dri-fit-football-shirt-ZTtBKF.png"
Nike Moc Flow x UNDERCOVER,Men's Shoes,"Rp2,118,000","UNDERCOVER's Jun Takahashi redefines simplicity with the Moc Flow. Pairing the innovative midsole/outsole of the ISPA Flow with the subtle and comfy design of the ACG Moc, Takahashi creates a new experience. Premium leather ages to perfection, while the cord lacing system with a toggle lock lets you customise your fit on the go.",Light Bone/White/University Red,https://www.nike.com/id/t/moc-flow-undercover-shoes-vHjZNX/DV5593-001,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/9da16bdb-0855-44e7-b321-cfdd3cc62e10/moc-flow-undercover-shoes-vHjZNX.png
Nike TC 7900,Women's Shoes,"Rp2,099,000",Mixed materials and a hidden graphic on the insole have you stepping fresh into new adventures. Webbing details and rubber accents on the heel add to the rugged look. But don't worry about the ride—an exaggerated midsole and soft foam cushioning underfoot help keep you comfortable all day.,Photon Dust/Light Smoke Grey/White/Lemon Chiffon,https://www.nike.com/id/t/tc-7900-shoes-PBvWQG/FJ5469-025,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/81f08cb6-25e1-4ba4-9907-593713d05c86/tc-7900-shoes-PBvWQG.png"
Nike Air Force 1 Low Retro,Men's Shoes,"Rp2,379,000","A scorching edition to your AF-1 collection, this head-turning take on the hoops-to-street icon brings the heat. Contrasting colours add a bold look to any outfit, while Nike Air cushioning puts the cherry on the bottom.",White/Gum Yellow/University Gold,https://www.nike.com/id/t/air-force-1-low-retro-shoes-wT2HcW/FD7039-100,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/5597244d-b783-4066-90a8-cb48c5265c39/air-force-1-low-retro-shoes-wT2HcW.png"
Nike ISPA Sense Flyknit,Men's Shoes,"Rp3,099,000","Breathe in. Breathe out. The ISPA Sense is your ticket to tranquillity. Mixing sustainable materials (it's made from at least 20% recycled content by weight) with meditative comfort, the design pulls inspiration from Zen gardens. The stretchy, bootie-like upper with an airy Flyknit design integrates venting and padding for extra on-foot bliss. Tie it all together with the sleek lacing system and then stay upright with added traction on the outsole. Do good, look good, and overcome the urban environment's most challenging obstacles with this fresh design that gives new meaning to rest and relaxation.",Mineral Slate/Rattan/Magma Orange,https://www.nike.com/id/t/ispa-sense-flyknit-shoes-CzhcwB/CW3203-300,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/1f36dc84-f089-4fce-98e7-fc1851f9c3d9/ispa-sense-flyknit-shoes-CzhcwB.png"
Nike SB Zoom Blazer Mid Premium,Skate Shoes,"Rp1,729,000","The Nike SB Zoom Blazer Mid is an iconic hoops shoe tailored to the needs of the modern skateboarder. Durable, premium suede is paired with tacky rubber for flexible grip and comfort that lasts. Snappy and responsive, Zoom Air cushioning helps provide a quick-off-the-ground sensation.",Black/Black/White/Anthracite,https://www.nike.com/id/t/sb-zoom-blazer-mid-skate-shoes-Gwfzrc/DV7898-001,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/23ca5baa-65b2-4e77-b3d2-87a2c86fb939/sb-zoom-blazer-mid-skate-shoes-Gwfzrc.png
Nike J Force 1 Low LX SP,Women's Shoes,"Rp2,669,000","Inspired by traditional crafting and a desire to reintroduce the human element into shoe construction, Nike and Jacquemus created the J Force 1. Notes were taken from Nike Considered, the early-2000s project known for using minimal glue as a means to lessen the environmental impact of footwear production. All of this hypothetical influence resulted in a shoe that looks equally at home in an art museum as it does in the outside world.",Black/Black/Anthracite/Metallic Silver,https://www.nike.com/id/t/j-force-1-low-lx-sp-shoes-X2rzDd/DR0424-001,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/88ef98c4-3b86-4973-924f-66580025026f/j-force-1-low-lx-sp-shoes-X2rzDd.png
Nike Court Vision Alta,Women's Shoes,"Rp1,099,000",Raise the bar with the Nike Court Vision Alta. The modern design combines leather on top with the perfect lift underneath. The elevated hoops look then crowns your feet with its ultra-plush tongue.,Pink Oxford/White/Light Soft Pink/Pink Oxford,https://www.nike.com/id/t/court-vision-alta-shoes-p7Dnlp/DM0113-600,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/66832d0b-88d6-4cef-a37e-1aba97e56f02/court-vision-alta-shoes-p7Dnlp.png
Paris Saint-Germain,Women's T-shirt,"Rp399,000","Keep your tee game fresh and your loyalty to Paris Saint-Germain front and centre. Made from midweight cotton fabric that's soft with a slight drape, this everyday T-shirt celebrates your favourite squad with a casual look and feel.",Blackened Blue,https://www.nike.com/id/t/paris-saint-germain-t-shirt-1v0dG5/FD0999-498,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/5e33fdcc-b177-4bbe-b468-d094422ea7f7/paris-saint-germain-t-shirt-1v0dG5.png"
Nike Dunk High,Women's Shoes,"Rp1,578,000","Created for the hardwood but taken to the streets, the '80s b-ball icon returns with crisp leather and retro colours. The classic hoops design channels '80s vintage back onto the streets while the padded, high-top collar adds an old-school look rooted in comfort.",Pale Vanilla/Sail/Topaz Gold,https://www.nike.com/id/t/dunk-high-shoes-n3vgBk/DD1869-201,https://static.nike.com/nike-prod-cld/images/t_PDP_144_v1/f_auto/static/en_gb-DYO/DYO.png
Nike Air Max Dawn,Women's Shoes,"Rp1,899,000","Rooted to sporty athletics DNA, the Air Max Dawn is thoughtfully crafted with Air cushioning to deliver a feel-good forecast for your day. Soft synthetic suede and airy textile blend vintage running vibes with modern design. The plush foam in the midsole slants at the heel for added energy while the outsole pattern gives your style traction.",White/Total Orange/Black,https://www.nike.com/id/t/air-max-dawn-shoes-tx7TpB/DH5131-101,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/b5ab0a6c-6393-4af6-abbc-4f1acaa6ed94/air-max-dawn-shoes-tx7TpB.png"
Nike P-6000,Shoes,"Rp1,729,000","A mash-up of Pegasus' past, the Nike P-6000 features breathable mesh with horizontal and vertical overlays for a 2000s running look that is as striking as, say, a majestic winged horse. Drawing on the design of the Nike Pegasus 25 and 2006, its running aesthetic meets all-day comfort for the streets.",White/Metallic Platinum/Dark Charcoal/Varsity Red,https://www.nike.com/id/t/p-6000-shoes-Cf06tP/BV1021-101,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/6b257d85-cbc4-4179-badd-b6c81e290926/p-6000-shoes-Cf06tP.png"
Nike SB Pogo,Skate Shoes,"Rp1,249,000",Skate in comfort with the Nike SB Pogo. It delivers a broken-in fit straight out of the box. Its canvas and leather upper ages to perfection. And the raised taping increases control for the perfect flick.,White/White/Gum Light Brown/Black,https://www.nike.com/id/t/sb-pogo-skate-shoes-MpL6DC/DR9114-101,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/1c64a0b0-a0aa-46dd-98e7-7ab5bfc09211/sb-pogo-skate-shoes-MpL6DC.png"
Nike Air Max 1 '86 Premium,Men's Shoes,"Rp2,669,000","Lost and found. The thrill of the hunt. Open the vault. Better than that—this Air Max 1 brings to life one of Tinker Hatfield's early drawings of the icon. Using details from a long-lost notebook to make ""what if"" a reality, the design brings history into the here and now with its aged midsole and worn aesthetic on the leather overlays. The coveted safari print on the mudguard and a ""hand drawn"" graphic above the Air unit round off the story of pulling pages from the history books.",Light Smoke Grey/Indigo Haze/Diffused Blue/Diffused Blue,https://www.nike.com/id/t/air-max-1-86-shoes-Hk4RWf/DV7525-001,https://static.nike.com/nike-prod-cld/images/t_PDP_144_v1/f_auto/static/en_gb-DYO/DYO.png
Nike Air Max 97 OG,Men's Shoes,"Rp2,849,000",Push your style full speed ahead with the Nike Air Max 97 OG. Its iconic design takes inspiration from water droplets and Japanese bullet trains. Full-length Nike Air cushioning lets you ride in first-class comfort.,Metallic Gold/Black/White/Varsity Red,https://www.nike.com/id/t/air-max-97-og-shoes-pKxPsp/DM0028-700,https://static.nike.com/nike-prod-cld/images/t_PDP_144_v1/f_auto/static/en_gb-DYO/DYO.png
Nike Air Max Koko,Women's Sandals (22–29cm),"Rp1,549,000","Heat up the streets in the Air Max Koko. Thanks to the chunky platform design and visible Nike Air cushioning, you get both the casual look of sandals with the comfortable feel of sneakers. Time to elevate your look, literally.",Sand Drift/Sand Drift/Sand Drift,https://www.nike.com/id/t/air-max-koko-sandals-XngKTp/FQ6477-126,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/8080ff8d-39aa-422c-b3d1-f359960d8dd7/air-max-koko-sandals-XngKTp.png"
Nike Pegasus Turbo,Men's Road Running Shoes,"Rp2,379,000","Log the hard miles with the Nike Pegasus Turbo. Stretchy high-strength fibres in the upper give you a just-right feel up top. Plus, lightweight and responsive ZoomX foam is designed to help you increase your tempo without sacrificing comfort as you push towards your personal best. Your workhorse with wings is back. It's time to fly.",Moss/Oil Green/Vivid Orange/Black,https://www.nike.com/id/t/pegasus-turbo-road-running-shoes-l8rx72/FJ5445-390,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/142ae35d-d1f6-4548-af13-39c380c80f21/pegasus-turbo-road-running-shoes-l8rx72.png"
NikeCourt Air Zoom Vapor Pro 2,Men's Hard Court Tennis Shoes,"Rp1,909,000","For the rally that won't relent or the marathon match that must end in your favour, go with the Vapor Pro 2. We brought back all the elements you enjoyed in the original Pro: the low-to-the-ground design and the springy Zoom Air cushioning that helps you break from baseline to baseline, with that familiar Vapor comfort that helps keep you fresh on unforgiving surfaces.",Black/White,https://www.nike.com/id/t/nikecourt-air-zoom-vapor-pro-2-hard-court-tennis-shoes-8cpW40/DR6191-001,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/f4e42090-5b1e-45a6-b592-d26866ea180e/nikecourt-air-zoom-vapor-pro-2-hard-court-tennis-shoes-8cpW40.png
Nike Air Max Flyknit Racer,Men's Shoes,"Rp2,118,000","Flyknit to the (Air) Max. This shoe pays homage to the 2012 Flyknit Racer, with the added innovation of Nike Air Max technology. The near-seamless upper is featherweight and form-fitting, and the chiselled heel and Max Air window add to the mix of heritage and innovation.",Volt/White/Sequoia/Black,https://www.nike.com/id/t/air-max-flyknit-racer-shoes-tTv54H/FD4610-700,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/962f5ef2-bac6-44b3-8360-928fbe1eca87/air-max-flyknit-racer-shoes-tTv54H.png
Nike Air Max 1 Premium,Men's Shoes,"Rp2,489,000","Get away and immerse yourself. The Air Max 1 ""Escape"" pairs classic running DNA with Pacific Northwest-inspired details. The striking colours were pulled from an iconic Nike running ad—one that featured Mount St. Helens' caldera billowing in the background. An embroidered forest scene on the heel is worthy of wanderlust. And the rugged suede accents, airy textile and boot-inspired laces finish your look. Time to escape.",White/Black/Soft Grey/Slate Blue,https://www.nike.com/id/t/air-max-1-shoes-kDcNSk/FJ0698-100,https://static.nike.com/nike-prod-cld/images/t_PDP_144_v1/f_auto/static/en_gb-DYO/DYO.png
Nike Air Max Penny,Men's Shoes,"Rp2,849,000","Let your shoes do all the talking with this ode to off-court style. Paying tribute to basketball icon Penny Hardaway, the Air Max Penny is a near-exact replica of the hoops original. From its jewelled Swoosh to the wing piping on the sides, the details celebrate your love of the game—and it's all wrapped up in a clean colourway to revitalise every step.",White/Summit White/Pure Platinum,https://www.nike.com/id/t/air-max-penny-shoes-ZvCK0C/DV7220-100,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/2a2df0a6-87f4-49a7-9cb3-cd615576d056/air-max-penny-shoes-ZvCK0C.png"
Nike Dunk High Retro SE,Men's Shoes,"Rp1,939,000","Created for the hardwood but taken to the streets, the '80s b-ball icon returns with crisp leather and retro colours. Plus, its padded, high-top collar adds an old-school look rooted to comfort.",Summit White/Deep Royal Blue/Light Silver/Baltic Blue,https://www.nike.com/id/t/dunk-high-retro-se-shoes-7D4PNT/DZ2535-100,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/de6df9bf-57dc-48e4-993b-7f7a627b2547/dunk-high-retro-se-shoes-7D4PNT.png"
NikePremier 3,Firm-Ground Football Boot,"Rp1,649,000",The Nike Premier 3 gets back to the basics with a timeless silhouette wrapped in supple natural leather—helping you to move confidently as an unstoppable force on the pitch.,Black/White,https://www.nike.com/id/t/nikepremier-3-football-boot-5CPFpf/AT5889-010,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/f4bac890-f200-46be-8dbe-81d627c8cfb8/nikepremier-3-football-boot-5CPFpf.png"
Nike Blazer Low '77 Vintage,Men's Shoes,"Rp1,299,000","Praised for its classic simplicity and comfort, the original hoops look is your tried-and-tested wardrobe staple. With a low-profile design and a plush collar, it's your no-brainer.",White/Pure Platinum/Black,https://www.nike.com/id/t/blazer-low-77-vintage-shoes-HmmkdX/DZ3480-100,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/f031c6e2-5941-4bb7-a29d-31683f5d4da2/blazer-low-77-vintage-shoes-HmmkdX.png"
Nike Pegasus FlyEase By You,Custom Men's Easy On/Off Road Running Shoes,"Rp2,379,000","Running is your daily ritual, with every step taking you closer to your personal goal. Let the Nike Air Zoom Pegasus help you ascend with its comfortable, intuitive design. A supportive sensation helps keep your foot contained, while underfoot Air adds a pop to your step as you transition from heel to toe. Nike FlyEase technology acts as a strap, helping secure the fit. Once you have customised your trusted workhorse with wings, it's time to fly.",Multi-Colour/Multi-Colour/Multi-Colour/Multi-Colour,https://www.nike.com/id/u/custom-nike-air-zoom-pegasus-flyease-by-you-10001268/3288335328,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/cd34a502-d4dd-4110-81c0-4eb5ed6ad0a7/custom-nike-air-zoom-pegasus-flyease-by-you.png"
Nike Renew Ride 3,Men's Road Running Shoes,"Rp1,149,000","When everyday runs are on the menu, the Nike Renew Ride 3 comes through with a smooth and soft ride. It's got a secure fit and a cosy feel, geared for those looking to find their running potential. The upper is clean and fresh, with touch points throughout for easy on and off. It's so comfortable, you'll want to keep wearing it after your run.",Black/Racer Blue/Sundial/High Voltage,https://www.nike.com/id/t/renew-ride-3-road-running-shoes-fzS091/DC8185-008,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/10e52152-bb0c-4c16-b263-48c515627b5a/renew-ride-3-road-running-shoes-fzS091.png
Nike Zoom Mercurial Superfly 9 Academy FG By You,Custom Firm-Ground Football Boot,"Rp1,939,000","Embrace the big stage in this custom Superfly 9. Express your creative side with a wide array of vibrant, eye-catching colours that reflect your distinct, brash style. With special design details like flamboyant colour options that nod to the game's biggest global event to personalised messages, there's no limit to your creativity on or off the pitch. Now loaded with a Nike Air Zoom unit in the heel, you can put the pedal down in the waning minutes of a match—when it matters most. Fast is in the AIR.",Multi-Colour/Multi-Colour,https://www.nike.com/id/u/custom-mercurial-superfly-9-academy-by-you-10001357/4165872478,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/dfef720b-52c9-4547-9ebb-f6772e180b2f/custom-mercurial-superfly-9-academy-by-you.png"
Nike Air Max 90,Men's Shoes,"Rp2,099,000","Lace up and feel the legacy. Produced at the intersection of art, music and culture, this champion running shoe helped define the '90s. Worn by presidents, revolutionised through collabs and celebrated through rare colourways, its striking visuals, Waffle outsole and exposed Nike Air cushioning keep it alive and well.",Photon Dust/Metallic Silver/Black/University Red,https://www.nike.com/id/t/air-max-90-shoes-N7Tbw0/DX4233-001,https://static.nike.com/nike-prod-cld/images/t_PDP_144_v1/f_auto/static/en_gb-DYO/DYO.png
Nike React Infinity 3,Men's Road Running Shoes,"Rp2,329,000","Stay on your feet with soft and supportive cushioning, built to help keep you on the run. A wider forefoot and higher foam stacks provide cushioning to help keep you fresh, giving you the peace of mind to pound the pavement every day. The springy responsiveness will surprise you too, adding an element of pure speed to 1 of our most tested shoes to help you go longer, faster and further than ever. For this version, we updated the design of our iconic logo and added fresh colours.",Palest Purple/Oxygen Purple/Gridiron/Indigo Haze,https://www.nike.com/id/t/react-infinity-3-road-running-shoes-mMGgGZ/DZ3014-500,https://static.nike.com/nike-prod-cld/images/t_PDP_144_v1/f_auto/static/en_gb-DYO/DYO.png
Nike Downshifter 12,Men's Road Running Shoes,"Rp819,000","Take those first steps on your running journey in the Nike Downshifter 12. Made from at least 20% recycled content by weight, it has a supportive fit and stable ride, with a lightweight feel that easily transitions from your workout to hangout. Your trek begins. Lace up and hit the road.",Black/Dark Smoke Grey/Pure Platinum/White,https://www.nike.com/id/t/downshifter-12-road-running-shoes-kQLnZn/DD9293-001,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/bf0c5ddb-53bb-498e-932e-2fd0a0ff3a13/downshifter-12-road-running-shoes-kQLnZn.png
Nike Dri-FIT One,Women's Ultra High-Waisted Trousers,"Rp799,000","These trousers are the ones that are down for everything you do—from long walks to HIIT to running errands. Their silky-smooth, ultra-soft woven fabric is balanced with sweat-wicking tech so you have ultimate comfort while feeling dry as you work out. An extra-high waistband sits above your hips for a hugging, supportive fit.",Red Stardust/White,https://www.nike.com/id/t/dri-fit-one-ultra-high-waisted-trousers-4GNpFP/FB5019-618,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/c8b19a22-da19-4c07-b6ff-a0cdcd18b9ce/dri-fit-one-ultra-high-waisted-trousers-4GNpFP.png
Nike Dri-FIT Strike,Women's Short-Sleeve Top,"Rp459,000","Running drills with your team or pushing yourself at dawn, this short-sleeve top is designed to work as hard as you do. Sweat-wicking tech and mesh panels in high-heat areas help air flow so you can stay cool and dry, while lightweight fabric lets you go hard without feeling weighed down.",Sail/Total Orange/Orange Pulse/Fuchsia Glow,https://www.nike.com/id/t/dri-fit-strike-short-sleeve-top-fnwCv5/DX0518-133,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/011b2536-b801-4b1a-92bb-85aabcc0cc50/dri-fit-strike-short-sleeve-top-fnwCv5.png"
Australia 2023 Stadium Away,Women's Nike Dri-FIT Football Shirt,"Rp999,000","A vibrant and energetic design that's almost as beautiful as the country itself? Yep, we did that. A trio of rich colours helps the Australia 2023 Away shirt celebrate the country's natural wonders. A hidden graphic on the inside reads ""For All"", a nod to the spirit in which the national team plays. Like other shirts in our Stadium collection, this one pairs replica design details with sweat-wicking technology to give you a game-ready look inspired by the Matildas.",Hyper Turquoise/Green Abyss/Light Citron/Green Abyss,https://www.nike.com/id/t/australia-2023-stadium-away-dri-fit-football-shirt-8FGFPW/DR3986-354,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/1892933e-5947-4dc9-8464-554e007779f9/australia-2023-stadium-away-dri-fit-football-shirt-8FGFPW.png"
Nike Sportswear City Utility,Women's French Terry Short-Sleeve Top,"Rp679,000","Commute in comfort. A play on your favourite crew-neck tee, this cropped top is made from our midweight French terry. Its unbrushed loops on the inside help create breathability so it's ready for you to wear all year round, whatever the temp. The dropped shoulders and extra room through the sleeves and body make layering easy.",Oxygen Purple/Gridiron,https://www.nike.com/id/t/sportswear-city-utility-french-terry-short-sleeve-top-4DqxSZ/DV8039-536,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/e77b7727-d089-4efb-8728-b15d1f505805/sportswear-city-utility-french-terry-short-sleeve-top-4DqxSZ.png
Nike Renew Run 4,Men's Road Running Shoes,"Rp1,299,000","When running becomes part of your routine, you need a shoe that helps keep you comfortable for the long haul. The Nike Renew Run 4 offers an elevated level of cushioning and springy responsiveness that'll have you coming back for more miles tomorrow, excited and looking forward to moving your running journey forwards.",Black/Anthracite/White,https://www.nike.com/id/t/renew-run-4-road-running-shoes-lxfK8c/DR2677-002,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/0096910a-9e64-4dcc-af58-88fcefeffc10/renew-run-4-road-running-shoes-lxfK8c.png
KD15 EP,Basketball Shoes,"Rp2,329,000","Kevin Durant thrives on big games. When the stakes are high, he'll play every minute if it means getting a crucial victory. The KD15 is ready to go the distance. Lighter than his previous signature shoe, it helps you stay bouncy and comfortable at crunch time. The ride is as smooth as KD's pull-up jumper and the cushioning is as plush as his right-to-left crossover in traffic, so that you can feel contained when your team needs you the most. This EP version uses an extra-durable sole that's ideal for outdoor courts.",Black/Light Crimson/Royal Tint,https://www.nike.com/id/t/kd15-ep-basketball-shoes-9K6BpD/DM1054-004,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/808392bb-4db3-42ed-9bc3-68eaf5252366/kd15-ep-basketball-shoes-9K6BpD.png
Nike Dri-FIT,Women's Basketball Jersey,"Rp569,000","Solid fundamentals are the cornerstone of any hooper's game, and this breathable, easy-fitting jersey is as solid as they come. The sweat-wicking tech helps keep you comfortable for those long days in the gym and on the court.",Mineral,https://www.nike.com/id/t/dri-fit-basketball-jersey-GDNKMr/FB7987-309,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/b56d0aa7-8ddd-41bf-b926-326239a37760/dri-fit-basketball-jersey-GDNKMr.png"
Nike Air Presto By You,Custom Men's Shoe,"Rp2,449,000","The Nike Air Presto By You Custom Shoe elevates a popular runner with modern innovation. Colour the snug bootie and iconic cage, then dial up your design with speckles and colour on the heel cushioning. Finish it off with a short personal message on the heel.",Multi-Colour/Multi-Colour,https://www.nike.com/id/u/air-presto-id-shoe-10001143/7381901788,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/dd2e0254-87d9-44cd-828b-21f9c2969217/air-presto-id-shoe.png"
Nike SB,El Chino Skate Shorts,"Rp829,000","Skate hard in the Nike SB El Chino skate shorts. These durable shorts are made from soft and durable woven fabric, so you can skate hard or lounge easy—whatever your busy schedule demands.",Ale Brown/White,https://www.nike.com/id/t/sb-el-chino-skate-shorts-lcwXxW/DV9045-270,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/c23d9468-bd4c-447e-a2cf-de8c6606b91f/sb-el-chino-skate-shorts-lcwXxW.png
Nike Dri-FIT Alate Coverage,Women's Light-Support Padded Sports Bra,"Rp629,000","Just because you're changing scenery doesn't mean you should have to change your bra. Offering all-day support without sacrificing comfort, the Nike Alate Coverage Bra is so impossibly light you'll barely notice you're wearing it whether you're reaching for new heights or enjoying a moment of stillness. With innovative, stretchy pads, adjustable straps and smooth, sweat-wicking fabric, this full-coverage bra helps you tackle everything your day demands. This product is made from at least 50% recycled polyester fibres.",Desert Dust/Desert Dust/White,https://www.nike.com/id/t/dri-fit-alate-coverage-light-support-padded-sports-bra-bNHtWb/DM0531-283,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/dc54a791-ca95-4e47-abd4-c8e24fff4e78/dri-fit-alate-coverage-light-support-padded-sports-bra-bNHtWb.png
Nike Dri-FIT One,Women's Short-Sleeve Running Top (Plus Size),"Rp459,000","Light and breezy, this top delivers a perfect counterpart to your miles. With sweat-wicking fabric and an easy fit, you stay cool as your run heats up.",Oxygen Purple,https://www.nike.com/id/t/dri-fit-one-short-sleeve-running-top-p4b4QR/FB3229-536,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/66d507fc-7162-4d61-9fa8-69beb964a58f/dri-fit-one-short-sleeve-running-top-p4b4QR.png"
Nike Sportswear Tech Pack,Women's Tie-Dye Dress,"Rp1,429,000","Meet your new throw-on-and-go dress for warmer weather. Carefree and casual, the subtle crinkle of the nylon fabric showcases the hand-dyed watercolour design. Plus, toggles at the waist and hem help you find the perfect fit on the go.",Lemon Chiffon,https://www.nike.com/id/t/sportswear-tech-pack-tie-dye-dress-VCNfxz/DV8486-706,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/db25cb78-5d97-4bbb-a131-01da75097189/sportswear-tech-pack-tie-dye-dress-VCNfxz.png"
Nike Dri-FIT Essential,Women's Running Trousers,"Rp799,000","The Nike Dri-FIT Essential Trousers give you breathable, sweat-wicking coverage with zips on the legs to make them easy to get on and off. Fabric, made from at least 75% recycled polyester fibres, feels smooth, lightweight and comfortable.",Black,https://www.nike.com/id/t/dri-fit-essential-running-trousers-tKrdbk/DH6980-010,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/cb22d7af-d375-4df1-a5ba-00579ffaf6dd/dri-fit-essential-running-trousers-tKrdbk.png"
Nike Sportswear,Women's T-shirt,"Rp459,000","Freshen up your 'fit with this boxy tee. Roomy without feeling too big or long, it's a go-to you can throw on to keep your look light as air.",Oxygen Purple,https://www.nike.com/id/t/sportswear-t-shirt-qdHvz2/FB8192-536,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/a14ff0b9-23d1-4200-9e3c-d7a2fee5c198/sportswear-t-shirt-qdHvz2.png
Nike Air Dri-FIT,Women's 1/2-Zip Running Tank Top,"Rp529,000","Rack up the miles with your club or go at it solo in this Nike Air tank top. Sweat-wicking tech helps you stay dry and comfortable while a snug fit helps reduce distractions, so you can stay cool and focused.",Black/Black/White,https://www.nike.com/id/t/air-dri-fit-1-2-zip-running-tank-top-BXvDmk/FB7625-010,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/2497cdd3-c917-454e-8bd2-cf36a679c166/air-dri-fit-1-2-zip-running-tank-top-BXvDmk.png"
Nike Dri-FIT Swoosh,Women's Short-Sleeve Running Top,"Rp459,000","This short-sleeve top is a throwback to the classic ringer tee. Inspired by team appliqués, the graphics will take you back to after-school sports.",Black/Black/White,https://www.nike.com/id/t/dri-fit-swoosh-short-sleeve-running-top-jtW23k/DQ6372-010,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/0ada3134-2678-4f36-998e-d7485ce65ddb/dri-fit-swoosh-short-sleeve-running-top-jtW23k.png"
Liverpool F.C.,Women's T-shirt,"Rp399,000","Keep your tee game fresh and your loyalty to Liverpool F.C. front and centre. Made from midweight cotton fabric that's soft with a slight drape, this everyday T-shirt celebrates your favourite squad with a casual look and feel.",Charcoal Heather,https://www.nike.com/id/t/liverpool-fc-t-shirt-jChrjB/FD1000-071,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/40eca03b-b54b-436b-8522-d20fc37ade4a/liverpool-fc-t-shirt-jChrjB.png"
